Summary of Visitor Statistics: 2022 vs. 2021,,,,,,,,,,
,,,,,,,,,,
TOTAL EXPENDITURES ($mil.),2022,2021,(%) Change,,,,,,,
,,,,,,,,,,
TOTAL EXPENDITURES ($mil.)," 19,800.0 "," 13,154.2 ", 50.5 ,,,,,,,
Visitor expenditure by air," 19,653.6 "," 13,127.0 ", 49.7 ,,,,,,,
Visitor expenditure by cruise ships,45.5 ,0.0 , NA ,,,,,,,
Supplemental business (all MMAs), 100.8 , 27.2 , 270.1 ,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MMA (Air & Ship),2022,2021,(%) Change,,,,,,,
,,,,,,,,,,
TOTAL EXPENDITURES ($mil.)," 19,699.1 "," 13,127.0 ",50.1 ,,,,,,,
Visitor arrivals by air," 19,653.6 "," 13,127.0 ",49.7 ,,,,,,,
U.S. West," 10,086.9 "," 7,994.4 ",26.2 ,,,,,,,
U.S. East," 6,163.4 "," 4,323.5 ",42.6 ,,,,,,,
Japan, 359.4 , 65.1 ,451.9 ,,,,,,,
Canada, 962.1 , 240.6 ,299.8 ,,,,,,,
Europe, 306.0 , 52.9 ,479.0 ,,,,,,,
Oceania, 516.8 , 19.8 ,"2,504.6 ",,,,,,,
Other Asia, 371.9 , 83.2 ,346.8 ,,,,,,,
Latin America, 59.3 , 29.9 ,98.6 ,,,,,,,
Other, 827.8 , 317.6 ,160.7 ,,,,,,,
Visitor arrivals by cruise ships,45.5 ,0.0 , NA ,,,,,,,
TOTAL VISITOR DAYS,"85,239,792 ","65,312,274 ",30.5 ,,,,,,,
Visitor arrivals by air,"84,736,187 ","65,312,274 ",29.7 ,,,,,,,
U.S. West,"45,472,465 ","40,900,008 ",11.2 ,,,,,,,
U.S. East,"24,443,981 ","20,349,720 ",20.1 ,,,,,,,
Japan,"1,526,608 ","294,720 ",418.0 ,,,,,,,
Canada,"5,069,619 ","1,364,326 ",271.6 ,,,,,,,
Europe,"1,592,705 ","314,899 ",405.8 ,,,,,,,
Oceania,"1,815,212 ","84,413 ","2,050.4 ",,,,,,,
Other Asia,"1,213,166 ","291,950 ",315.5 ,,,,,,,
Latin America,"238,081 ","119,596 ",99.1 ,,,,,,,
Other,"3,364,349 ","1,592,643 ",111.2 ,,,,,,,
Visitor arrivals by cruise ships,"503,605 ",0 , NA ,,,,,,,
VISITOR ARRIVALS,"9,233,983 ","6,777,760 ",36.2 ,,,,,,,
Visitor arrivals by air,"9,138,674 ","6,777,760 ",34.8 ,,,,,,,
U.S. West,"5,277,349 ","4,473,588 ",18.0 ,,,,,,,
U.S. East,"2,469,128 ","1,995,311 ",23.7 ,,,,,,,
Japan,"192,562 ","18,936 ",916.9 ,,,,,,,
Canada,"414,250 ","87,900 ",371.3 ,,,,,,,
Europe,"114,041 ","18,775 ",507.4 ,,,,,,,
Oceania,"186,551 ","6,524 ","2,759.4 ",,,,,,,
Other Asia,"137,506 ","22,524 ",510.5 ,,,,,,,
Latin America,"20,750 ","9,348 ",122.0 ,,,,,,,
Other,"326,536 ","144,853 ",125.4 ,,,,,,,
Visitor arrivals by cruise ships,"95,309 ",0 , NA ,,,,,,,
AVERAGE DAILY CENSUS,"233,534 ","178,938 ",30.5 ,,,,,,,
Visitor arrivals by air,"232,154 ","178,938 ",29.7 ,,,,,,,
U.S. West,"124,582 ","112,055 ",11.2 ,,,,,,,
U.S. East,"66,970 ","55,753 ",20.1 ,,,,,,,
Japan,"4,182 ",807 ,418.0 ,,,,,,,
Canada,"13,889 ","3,738 ",271.6 ,,,,,,,
Europe,"4,364 ",863 ,405.8 ,,,,,,,
Oceania,"4,973 ",231 ,"2,050.4 ",,,,,,,
Other Asia,"3,324 ",800 ,315.5 ,,,,,,,
Latin America,652 ,328 ,99.1 ,,,,,,,
Other,"9,217 ","4,363 ",111.2 ,,,,,,,
Visitor arrivals by cruise ships,"1,380 ",0 , NA ,,,,,,,
AVERAGE LENGTH OF STAY (days),9.23 ,9.64 ,-4.2 ,,,,,,,
Visitor arrivals of stay by air,9.27 ,9.64 ,-3.8 ,,,,,,,
U.S. West,8.62 ,9.14 ,-5.8 ,,,,,,,
U.S. East,9.90 ,10.20 ,-2.9 ,,,,,,,
Japan,7.93 ,15.56 ,-49.1 ,,,,,,,
Canada,12.24 ,15.52 ,-21.2 ,,,,,,,
Europe,13.97 ,16.77 ,-16.7 ,,,,,,,
Oceania,9.73 ,12.94 ,-24.8 ,,,,,,,
Other Asia,8.82 ,12.96 ,-31.9 ,,,,,,,
Latin America,11.47 ,12.79 ,-10.3 ,,,,,,,
Other,10.30 ,10.99 ,-6.3 ,,,,,,,
Visitor arrivals of stay by cruise ships,5.28 ,0.00 , NA ,,,,,,,
PER PERSON PER DAY SPENDING ($), 231.1 , 201.0 ,15.0 ,,,,,,,
Visitor arrivals by air, 231.9 , 201.0 ,15.4 ,,,,,,,
U.S. West, 221.8 , 195.5 ,13.5 ,,,,,,,
U.S. East, 252.1 , 212.5 ,18.7 ,,,,,,,
Japan, 235.4 , 220.9 ,6.6 ,,,,,,,
Canada, 189.8 , 176.4 ,7.6 ,,,,,,,
Europe, 192.1 , 167.9 ,14.5 ,,,,,,,
Oceania, 284.7 , 235.1 ,21.1 ,,,,,,,
Other Asia, 306.6 , 285.1 ,7.5 ,,,,,,,
Latin America, 249.0 , 249.7 ,-0.3 ,,,,,,,
Other, 246.1 , 199.4 ,23.4 ,,,,,,,
Visitor arrivals by cruise ships,90.4 ,0.0 , NA ,,,,,,,
PER PERSON PER TRIP SPENDING ($)," 2,133.3 "," 1,936.8 ",10.1 ,,,,,,,
Visitor arrivals by air," 2,150.6 "," 1,936.8 ",11.0 ,,,,,,,
U.S. West," 1,911.4 "," 1,787.0 ",7.0 ,,,,,,,
U.S. East," 2,496.2 "," 2,166.8 ",15.2 ,,,,,,,
Japan," 1,866.4 "," 3,438.7 ",-45.7 ,,,,,,,
Canada," 2,322.4 "," 2,737.5 ",-15.2 ,,,,,,,
Europe," 2,683.4 "," 2,815.3 ",-4.7 ,,,,,,,
Oceania," 2,770.4 "," 3,041.4 ",-8.9 ,,,,,,,
Other Asia," 2,704.7 "," 3,695.6 ",-26.8 ,,,,,,,
Latin America," 2,857.1 "," 3,194.1 ",-10.5 ,,,,,,,
Other," 2,535.2 "," 2,192.2 ",15.6 ,,,,,,,
Visitor arrivals by cruise ships,477.7 ,0.0 , NA ,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ISLAND (Air & Ship),2022,2021,(%) Change,,,,,,,
,,,,,,,,,,
"TOTAL EXPENDITURES ($mil, AIR + SHIP)"," 19,699.1 "," 13,127.0 ",50.1 ,,,,,,,
Total by air," 19,653.6 "," 13,127.0 ",49.7 ,,,,,,,
     O'ahu," 8,693.7 "," 5,708.7 ",52.3 ,,,,,,,
     Maui," 5,822.0 "," 4,043.1 ",44.0 ,,,,,,,
     Moloka'i, 39.2 , 25.2 ,55.5 ,,,,,,,
     Lāna'i, 150.8 , 108.1 ,39.5 ,,,,,,,
     Kaua'i," 2,225.3 "," 1,404.7 ",58.4 ,,,,,,,
     Hawai'i Island," 2,722.6 "," 1,837.2 ",48.2 ,,,,,,,
Visitor arrivals by cruise ships,45.5 ,0.0 , NA ,,,,,,,
TOTAL VISITOR DAYS,"85,239,792 ","65,312,274 ",30.5 ,,,,,,,
Total by air,"84,736,187 ","65,312,274 ",29.7 ,,,,,,,
     O'ahu,"36,168,745 ","26,898,075 ",34.5 ,,,,,,,
     Maui,"23,829,806 ","20,025,929 ",19.0 ,,,,,,,
     Moloka'i,"256,637 ","182,658 ",40.5 ,,,,,,,
     Lāna'i,"279,500 ","234,938 ",19.0 ,,,,,,,
     Kaua'i,"10,440,522 ","7,005,805 ",49.0 ,,,,,,,
     Hawai'i Island,"13,760,976 ","10,964,869 ",25.5 ,,,,,,,
Visitor arrivals by cruise ships,"503,605 ",0 , NA ,,,,,,,
VISITOR ARRIVALS,"9,233,983 ","6,777,760 ",36.2 ,,,,,,,
Total by air,"9,138,674 ","6,777,760 ",34.8 ,,,,,,,
     O'ahu,"4,858,170 ","3,326,622 ",46.0 ,,,,,,,
     Maui,"2,921,159 ","2,303,942 ",26.8 ,,,,,,,
     Moloka'i,"43,317 ","25,758 ",68.2 ,,,,,,,
     Lāna'i,"68,016 ","47,829 ",42.2 ,,,,,,,
     Kaua'i,"1,345,564 ","813,647 ",65.4 ,,,,,,,
     Hawai'i Island,"1,667,633 ","1,183,458 ",40.9 ,,,,,,,
Visitor arrivals by cruise ships,"95,309 ",0 , NA ,,,,,,,
AVERAGE DAILY CENSUS,"233,534 ","178,938 ",30.5 ,,,,,,,
Total by air,"232,154 ","178,938 ",29.7 ,,,,,,,
     O'ahu,"99,092 ","73,693 ",34.5 ,,,,,,,
     Maui,"65,287 ","54,866 ",19.0 ,,,,,,,
     Moloka'i,703 ,500 ,40.5 ,,,,,,,
     Lāna'i,766 ,644 ,19.0 ,,,,,,,
     Kaua'i,"28,604 ","19,194 ",49.0 ,,,,,,,
     Hawai'i Island,"37,701 ","30,041 ",25.5 ,,,,,,,
Visitor arrivals by cruise ships,"1,380 ",0 , NA ,,,,,,,
AVERAGE LENGTH OF STAY,9.23 ,9.64 ,-4.2 ,,,,,,,
Total by air,9.27 ,9.64 ,-3.8 ,,,,,,,
     O'ahu,7.44 ,8.09 ,-7.9 ,,,,,,,
     Maui,8.16 ,8.69 ,-6.1 ,,,,,,,
     Moloka'i,5.92 ,7.09 ,-16.5 ,,,,,,,
     Lāna'i,4.11 ,4.91 ,-16.3 ,,,,,,,
     Kaua'i,7.76 ,8.61 ,-9.9 ,,,,,,,
     Hawai'i Island,8.25 ,9.27 ,-10.9 ,,,,,,,
Visitor arrivals by cruise ships,5.28 ,0.00 , NA ,,,,,,,
PER PERSON PER DAY SPENDING ($), 231.1 , 201.0 ,15.0 ,,,,,,,
Total by air, 231.9 , 201.0 ,15.4 ,,,,,,,
     O'ahu, 240.4 , 212.2 ,13.3 ,,,,,,,
     Maui, 244.3 , 201.9 ,21.0 ,,,,,,,
     Moloka'i, 152.8 , 138.0 ,10.7 ,,,,,,,
     Lāna'i, 539.5 , 460.2 ,17.2 ,,,,,,,
     Kaua'i, 213.1 , 200.5 ,6.3 ,,,,,,,
     Hawai'i Island, 197.8 , 167.6 ,18.1 ,,,,,,,
Visitor arrivals by cruise ships,90.4 ,0.0 , NA ,,,,,,,
PER PERSON PER TRIP SPENDING ($)," 2,133.3 "," 1,936.8 ",10.1 ,,,,,,,
Total by air," 2,150.6 "," 1,936.8 ",11.0 ,,,,,,,
     O'ahu," 1,789.5 "," 1,716.1 ",4.3 ,,,,,,,
     Maui," 1,993.0 "," 1,754.9 ",13.6 ,,,,,,,
     Moloka'i, 905.4 , 978.9 ,-7.5 ,,,,,,,
     Lāna'i," 2,216.9 "," 2,260.4 ",-1.9 ,,,,,,,
     Kaua'i," 1,653.8 "," 1,726.4 ",-4.2 ,,,,,,,
     Hawai'i Island," 1,632.6 "," 1,552.4 ",5.2 ,,,,,,,
Visitor arrivals by cruise ships,477.7 ,0.0 , NA ,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
